s p up in year in biggest increase since 
15: 0.7625, 
old rivalries reignited fuse in south sudan
3: 0.5108, 19: 0.3392, 
rise in russian oil output supports overstretched budget
2: 0.8643, 
after year of stock records weak start to 
5: 0.3405, 15: 0.5095, 
how the dow jones industrial average did thursday
2: 0.8417, 
after robust shares open year with decline 
1: 0.1907, 15: 0.6593, 
sp starts with day decline
16: 0.7625, 
crude extends plunge ends below 
0: 0.4081, 7: 0.2100, 16: 0.2119, 
analysis fed bitter medicine may help heal emerging markets
6: 0.8812, 
samp p starts the year on losing streak
16: 0.6699, 17: 0.1801, 
two who got right see as much the same

divining year investment strategy
19: 0.8100, 
big portions not so big checks
3: 0.6833, 
who made that nigerian scam 
4: 0.7625, 
knowing when to compromise
17: 0.6833, 
meat pumped with pond water in south china state tv
15: 0.8944, 
german price data adds to euro zone deflation concerns
3: 0.2563, 6: 0.6312, 
sudan leader flies to south for crisis talks
19: 0.8643, 
high stakes for sudan in the south conflict
14: 0.2100, 19: 0.6100, 
altice plans million share sale as european cable sector booms
14: 0.9050, 
oil prices boosted by us cold snap
12: 0.7625, 
maersk to sell retail stakes to focus on shipping oil
17: 0.8643, 
wall st scores first rally of sp ends three day drop
1: 0.1483, 16: 0.7392, 
us trade deficit declines to b billion
7: 0.5012, 16: 0.2738, 
us stocks rally breaking three day slump
3: 0.2230, 16: 0.5970, 
american oil companies call for end to export ban
19: 0.8643, 
responding to readers on the house edge 
8: 0.8100, 
arctic blast proves unwelcome novelty especially across south
5: 0.8643, 
oil drops percent on rise in gasoline supply
15: 0.8100, 
libya will sue cut off firms buying oil from seized ports
8: 0.8117, 18: 0.0758, 
private sector adds more jobs than expected in december
5: 0.2278, 12: 0.6437, 
eyeing syria talks iran may put assad ties in play
8: 0.8944, 
corn sinks after ethanol supplies come in high
0: 0.5576, 2: 0.2624, 
as winter takes hold plunging temperatures test utilities
8: 0.8812, 
india considering partial rollback of price hike in bulk diesel official
2: 0.8812, 
stocks slip caution reigns before us payrolls
1: 0.8417, 
crude oil nears as us cold snap continues
0: 0.4016, 14: 0.4484, 
retail difficult christmas pegs back ftse
0: 0.8643, 
suicide bomber kills iraqi army recruits
9: 0.8643, 
oil falls to month low natural gas drops 
9: 0.6735, 19: 0.1765, 
a chef in the field olive oil 
4: 0.7625, 
senators call for action on oil train derailments
2: 0.8417, 
business highlights

bonds jump dollar slips on weak us jobs data
1: 0.8812, 
oil rises jobs data show economy needs fed help
5: 0.8643, 
stocks rise as investors dismiss job report
4: 0.1980, 6: 0.4934, 9: 0.1871, 
for stocks earnings take center stage
6: 0.8100, 
jobs data gives hope for benefits extension
19: 0.8417, 
global warming
1: 0.6833, 
 places to go in 
18: 0.5250, 
iran nuclear deal to take effect on january 
11: 0.8417, 
asian shares mostly firmer gold hits one month high
1: 0.4357, 8: 0.4357, 
crude oil falls below barrel on iran deal
9: 0.8417, 
amec agrees to buy swiss rival for billion 
4: 0.8417, 
the south greatest governor
5: 0.7625, 
stocks are mixed on wall street lululemon drops
16: 0.4286, 19: 0.4428, 
oil slumps on iran deal beans and grains rise
14: 0.8643, 
europeans struggle to set derivatives rules 
11: 0.8417, 
market extends new year s slump as investors await more data
7: 0.3904, 19: 0.4971, 
court won t allow daimlerchrysler suit in calif
5: 0.8417, 
europe reaches agreement on trading of derivatives
4: 0.8417, 
oil rises nearly on big drop in us supplies
3: 0.7625, 
good news for bank of america
2: 0.8100, 
insight maliki consolidates power fails to reconcile iraqis
1: 0.8812, 
analysis french refinery strikes reveal sector vulnerability
17: 0.8812, 
syria builds dollar reserves thanks partly to assad enemies
4: 0.8812, 
russia rouble float may hurt investors now but help in long run
7: 0.4377, 8: 0.1998, 16: 0.2563, 
oil jumps above barrel as supplies fall
9: 0.6104, 18: 0.2096, 
business highlights

lawmakers seek curbs on trading commodities
1: 0.8417, 
house hunting in the spanish pyrenees
3: 0.8100, 
oil price steady near 
5: 0.5250, 
soybeans edge lower as five day rally fades
16: 0.8100, 
shell issues profit warning amid output cost woes
0: 0.1167, 15: 0.3997, 18: 0.3892, 
iran has billion abroad can draw billion us official
2: 0.8100, 
us stocks are mostly lower as earnings fall short
6: 0.2448, 16: 0.5752, 
chc group falls after ipo prices below estimates
9: 0.8417, 
rsp permian climbs in st day on the nyse
0: 0.1750, 12: 0.6750, 
oil ends the week higher wheat corn prices fall
16: 0.4960, 18: 0.3240, 
jeffrey wright gold mine
14: 0.8100, 
if you see something say something

industry city the soho of sunset park
10: 0.8417, 
asia shares up as china money rates dip dollar gains
1: 0.8944, 
air industry mulls jet fuel hedging options
4: 0.8812, 
venezuela may meet new reality and new price at the pump
19: 0.8100, 
texas company alone in us cashes in on nuclear waste
8: 0.8417, 
oil rises on outlook for higher demand
3: 0.3173, 15: 0.4577, 
analysis lng producers seize upper hand in global contract reviews
14: 0.9050, 
delta and dow are big market movers
2: 0.2152, 12: 0.2103, 19: 0.4045, 
bhp eyes boost to shareholder returns as output rises
3: 0.7399, 18: 0.1476, 
oil jumps above natural gas soars percent
9: 0.8100, 
california governor brown urges continued fiscal restraint
16: 0.8812, 
einhorn discloses stakes in bp and anadarko
5: 0.8417, 
business highlights

analysis petrobras fuel woes make brazil dependent on us india
8: 0.8944, 
ready to strut in ready to rent
8: 0.8100, 
oil rises for th straight day
5: 0.3500, 16: 0.3500, 
from iran to north korea investors spy the new frontier
8: 0.8643, 
judges ok sale of railroad in canada disaster
3: 0.8417, 
wheat gains on cold weather concern
9: 0.4870, 18: 0.3630, 
business highlights

us republicans consider their list of demands on debt limit
3: 0.8417, 
us propane shortage hits millions during brutal freeze
8: 0.8643, 
divisions fear of turmoil dampen jordanian dissent
13: 0.8643, 
oil falls st time this week natural gas jumps
0: 0.3344, 9: 0.5370, 
natural gas soars as cold grips homes drillers
5: 0.5081, 9: 0.3794, 
platinum palladium drop on emerging market woes
13: 0.8643, 
submerging markets
0: 0.6833, 
pipeline fight lifts environmental movement
0: 0.8417, 
at bp there optimism in the corner office
5: 0.8100, 
natural gas prices soar as mercury plummets
9: 0.8417, 
high stakes for putin at costly sochi games
3: 0.8417, 
analysis bp back in favour despite spill legacy russia doubts
6: 0.8944, 
at sochi high bar for putin
6: 0.7625, 
oil falls below as parts of us set to thaw out
2: 0.8100, 
business highlights

oil above as market eyes fed oil supplies
3: 0.3528, 5: 0.4672, 
the contract is signed and now the negotiation begins
19: 0.8100, 
no flour no fish venezuela chefs get creative amid shortages
14: 0.8812, 
insight innovative portuguese exporters boom despite bust at home
14: 0.8812, 
stocks rise on wall street after days of losses
6: 0.1321, 16: 0.5687, 19: 0.1777, 
consumers trade seen boosting fourth quarter growth
5: 0.4357, 14: 0.4357, 
business highlights

live coverage of obama state of the union address
2: 0.5949, 10: 0.2765, 
turkey central bank aggressively raises rates
6: 0.5199, 9: 0.1544, 17: 0.2043, 
oil flat as fed offsets heating oil supply drop
3: 0.8643, 
global markets rise buoyed by turkey rate hike
6: 0.8812, 
state of the union highlights economic inequality
10: 0.3462, 17: 0.4738, 
cold weather sends natural gas prices soaring
1: 0.4425, 9: 0.4289, 
investors still wary of efforts to shore up currencies
7: 0.8417, 
on any given night out
15: 0.5250, 
shell to cut spending sell assets after profit warning
10: 0.3613, 18: 0.5262, 
oil above as us economy shows strength
5: 0.7625, 
google sells motorola unit to lenovo
13: 0.8417, 
exxon mobil profit tumbles as energy production tapers
12: 0.8812, 
imf raises uae growth forecast warns against property bubble
5: 0.8944, 
banks could still face tougher capital requirements to prevent crises
